,SalePrice,MSSubClass,Neighborhood,YearBuilt,YearRemodAdd,MasVnrArea,BsmtUnfSF,LowQualFinSF,TotRmsAbvGrd,FireplaceQu,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Total_basement_fin,House_Qual
39,81999.00000000007,90,6,1955,1955,0.0,0,0,6,3,1980.0,0,0,0,0,0,0,0,0,9
40,159998.9999999999,20,11,1965,1965,101.0,445,0,6,5,1965.0,440,0,138,0,0,0,0,643,11
41,169999.0,20,22,1959,1959,0.0,383,0,5,2,1959.0,308,0,104,0,0,0,0,967,11
42,143999.00000000012,85,19,1983,1983,0.0,0,0,5,3,1983.0,504,240,0,0,0,0,0,840,12
43,130249.00000000006,20,4,1975,1980,0.0,167,0,5,3,1977.0,308,145,0,0,0,0,0,771,11
44,140999.0,20,11,1959,1959,0.0,465,0,6,3,1959.0,300,0,0,0,0,0,0,685,11
45,319898.99999999977,120,14,2005,2005,412.0,1296,0,6,2,2005.0,576,196,82,0,0,0,0,456,14
46,239684.99999999994,50,10,2003,2003,0.0,83,0,6,0,2003.0,670,168,43,0,0,198,0,1351,12
47,249698.99999999997,20,20,2006,2006,0.0,1632,0,7,3,2006.0,826,0,146,0,0,0,0,24,13
48,112999.0,190,15,1920,2008,0.0,736,0,8,3,1980.0,0,0,0,102,0,0,0,0,9
49,126998.99999999996,20,18,1966,1966,0.0,192,0,6,3,1966.0,386,0,0,0,0,0,0,763,12
50,176999.00000000006,60,7,1997,1997,0.0,612,0,6,3,1997.0,388,0,75,0,0,0,0,182,12
51,114499.0000000001,50,2,1934,1950,0.0,816,360,6,2,1985.0,528,112,0,0,0,0,0,0,12
52,109998.99999999991,90,8,1963,1963,0.0,0,0,5,3,1963.0,516,106,0,0,0,0,0,816,10
53,384998.9999999997,20,16,1981,1987,0.0,32,0,5,2,1981.0,894,857,72,0,0,0,0,1810,14
54,129999.00000000006,80,11,1955,1955,0.0,0,0,6,5,1962.0,572,0,50,0,0,0,0,384,10
55,180498.99999999988,20,11,1964,1964,272.0,935,0,7,2,1964.0,576,0,0,0,407,0,0,490,11
56,172499.00000000003,160,20,1999,2000,456.0,321,0,7,3,1999.0,480,115,0,0,0,0,0,649,13
57,196499.0000000001,60,4,2004,2004,0.0,860,0,7,3,2004.0,565,0,70,0,0,0,0,0,12
58,438778.99999999994,60,21,2006,2006,1031.0,1410,0,10,2,2006.0,641,192,0,37,0,0,0,0,15
59,124899.00000000004,20,4,1972,1972,0.0,148,0,4,3,1973.0,352,196,0,0,0,0,0,632,12
60,157999.00000000012,20,19,2004,2004,0.0,217,0,5,3,2006.0,576,0,50,0,0,0,0,941,11
61,100999.00000000009,75,8,1920,1996,0.0,530,0,6,3,1935.0,288,0,0,144,0,0,0,0,12
62,202499.00000000003,120,14,2006,2006,178.0,1346,0,6,2,2006.0,484,120,49,0,0,0,0,24,13
63,139998.9999999999,70,15,1921,1950,0.0,576,0,9,3,1990.0,480,12,11,64,0,0,0,0,13
64,219498.99999999997,60,4,1997,1998,573.0,318,0,8,3,1998.0,645,576,36,0,0,0,0,739,12
65,316998.9999999998,60,14,2004,2005,344.0,1143,0,9,2,2004.0,852,192,151,0,0,0,0,0,13
66,179998.99999999997,20,11,1970,1989,287.0,1035,0,7,2,1970.0,576,301,0,0,0,0,0,912,12
67,225999.00000000003,20,4,2003,2003,167.0,440,0,7,3,2003.0,558,144,29,0,0,0,0,1013,12
68,79998.99999999994,30,15,1945,1950,0.0,747,0,4,3,1945.0,220,0,0,0,0,0,0,0,10
69,224999.00000000015,50,3,1953,1953,0.0,701,0,7,5,1953.0,667,0,21,114,0,0,0,603,11
70,243998.9999999998,20,11,1973,1973,1115.0,343,0,8,2,1973.0,516,300,0,0,0,0,0,1880,13
71,129498.99999999991,20,10,1982,2006,0.0,280,0,4,3,1987.0,360,0,0,0,0,0,0,565,10
72,184999.00000000006,60,7,1998,1998,40.0,832,0,7,5,1998.0,427,0,94,0,0,291,0,0,12
73,144898.9999999999,20,11,1954,2003,104.0,404,0,6,3,1989.0,490,0,0,0,0,0,0,682,12
74,107398.99999999999,50,15,1915,1950,0.0,840,0,8,3,1915.0,379,0,0,202,0,0,0,0,9
75,90998.99999999996,180,9,1973,1973,0.0,0,0,5,3,1973.0,297,120,101,0,0,0,0,462,9
76,135749.00000000003,20,11,1956,1956,0.0,724,0,4,3,1956.0,283,0,0,0,0,0,0,228,11
77,126998.99999999996,50,2,1948,2001,0.0,295,0,6,3,1948.0,240,0,0,0,0,0,0,377,10
78,136499.0000000001,90,18,1968,1968,0.0,1768,0,8,3,1980.0,0,0,0,0,0,0,0,0,9
79,109998.99999999991,50,15,1910,1981,0.0,440,0,5,3,1966.0,440,74,0,128,0,0,0,0,11
80,193498.99999999997,60,11,1968,1968,576.0,448,0,8,2,1968.0,509,0,72,0,0,252,0,448,12
81,153498.9999999999,120,10,1998,1998,443.0,36,0,5,3,1998.0,405,0,199,0,0,0,0,1201,11
82,244998.99999999983,20,20,2007,2007,468.0,1530,0,6,2,2007.0,758,144,99,0,0,0,0,33,13
83,126498.99999999997,20,11,1960,1960,66.0,1065,0,6,3,1974.0,461,74,0,0,0,0,0,0,10
84,168498.9999999999,80,7,1995,1996,22.0,384,0,7,5,1995.0,400,120,72,0,0,0,0,0,12
85,259999.00000000015,60,13,1991,1992,284.0,1288,0,9,5,1991.0,462,127,82,0,0,0,0,0,13
86,173998.99999999997,60,7,2005,2005,0.0,684,0,6,2,2005.0,400,100,38,0,0,0,0,0,11
87,164499.0000000001,160,20,2009,2009,76.0,612,0,4,3,2009.0,528,0,234,0,0,0,0,0,11
88,84999.0,50,8,1915,1982,0.0,1013,513,6,3,1980.0,0,0,0,156,0,0,0,0,5
89,123599.00000000001,20,4,1994,1995,0.0,402,0,5,3,1980.0,0,0,0,0,0,0,0,588,9
90,109899.00000000003,20,11,1950,1950,0.0,0,0,4,3,1950.0,420,0,29,0,0,0,0,0,9
91,98599.00000000003,20,11,1961,1961,203.0,635,0,6,3,1961.0,480,0,0,0,0,0,0,600,8
92,163499.00000000012,30,5,1921,2006,0.0,163,0,5,3,1921.0,432,0,0,44,0,0,0,713,12
93,133899.0,190,15,1910,1998,0.0,168,0,9,2,1900.0,506,0,0,0,0,99,0,1046,12
94,204748.99999999997,60,4,1997,1997,0.0,176,0,7,3,1997.0,684,0,162,0,0,0,0,648,11
95,184999.00000000006,60,7,1993,1993,68.0,370,0,6,5,1993.0,420,232,63,0,0,0,0,310,14
96,213999.0000000001,20,4,1999,1999,183.0,426,0,6,3,1999.0,472,158,29,0,0,0,0,1162,12
97,94749.00000000004,20,6,1965,1965,48.0,440,0,6,3,1965.0,432,120,0,0,0,0,0,520,9
98,82999.00000000001,30,6,1920,1950,0.0,350,0,5,3,1920.0,366,0,0,77,0,0,0,108,10
99,128948.99999999988,20,11,1959,1959,0.0,381,0,6,3,1980.0,0,352,0,0,0,0,0,569,9
100,204999.0,20,12,1977,2001,28.0,410,0,6,5,1977.0,480,168,68,0,0,0,0,1200,13
101,177998.99999999994,60,19,1985,1985,336.0,741,0,7,5,1985.0,476,192,46,0,0,0,0,0,11
102,118962.99999999999,90,19,1979,1979,0.0,0,0,8,3,1979.0,410,0,0,0,0,0,0,0,10
103,198898.99999999997,20,4,2009,2009,0.0,1226,0,6,3,2009.0,740,0,36,0,0,0,0,0,12
104,169498.99999999988,50,8,1931,1950,600.0,816,0,7,5,1951.0,240,0,0,0,0,184,0,224,11
105,249998.99999999983,60,20,2003,2004,768.0,1053,0,9,2,2003.0,648,140,45,0,0,0,0,0,13
106,99999.00000000001,30,15,1885,1995,0.0,641,0,6,3,1954.0,273,0,0,0,0,0,0,0,11
107,114999.00000000009,20,15,1948,1950,0.0,516,0,5,3,1948.0,250,0,0,0,0,0,0,273,10
108,114999.00000000009,50,8,1919,2005,0.0,793,0,7,3,1980.0,0,0,0,144,0,0,0,0,12
109,189999.00000000012,20,12,1977,1977,480.0,1139,0,7,5,1977.0,546,0,122,0,0,0,0,705,12
110,136898.9999999999,50,6,1954,1972,0.0,550,0,7,3,1954.0,325,182,0,0,0,0,0,444,10
111,179998.99999999997,80,7,2000,2000,0.0,134,0,7,5,2000.0,400,180,0,0,0,0,0,250,12
112,383969.00000000023,60,4,2007,2007,220.0,280,0,10,2,2007.0,792,120,184,0,0,168,0,984,12
113,216999.00000000017,20,5,1953,1953,184.0,905,0,7,2,1953.0,450,166,120,192,0,0,0,904,11
114,259499.0000000001,70,5,1945,2002,0.0,104,0,9,5,1945.0,180,224,0,0,0,0,0,924,14
115,175999.00000000003,160,20,1999,1999,1129.0,310,0,5,1,1999.0,440,0,32,0,0,0,0,419,11
116,138998.99999999994,20,18,1962,1962,116.0,252,0,6,4,1962.0,288,0,20,144,0,0,0,840,10
117,154999.0,20,6,2006,2007,0.0,1125,0,5,3,2007.0,430,80,64,0,0,0,0,0,10
118,319998.9999999998,60,19,1990,1990,0.0,203,0,11,5,1990.0,594,367,0,0,0,0,0,1470,12
119,163989.00000000003,60,4,2005,2006,0.0,728,0,8,2,2005.0,390,0,24,0,0,0,0,0,11
120,179998.99999999997,80,3,1969,1969,0.0,0,0,4,5,1969.0,540,0,130,0,130,0,0,938,11
121,99999.00000000001,50,8,1939,1950,0.0,732,0,4,3,1979.0,264,0,0,140,0,0,0,0,9
122,135998.99999999988,20,11,1958,1958,135.0,510,0,5,3,1958.0,288,0,0,0,0,130,0,570,13
123,153898.99999999994,120,19,1993,1993,0.0,899,0,5,3,1993.0,530,0,63,0,0,0,0,300,11
124,180998.99999999985,20,12,1979,1998,0.0,1362,0,7,5,1979.0,435,192,0,0,0,0,0,0,11
125,84499.00000000004,190,8,1935,1982,0.0,30,234,5,3,1980.0,0,53,0,0,0,0,0,490,14
126,127999.00000000004,120,16,1976,1976,0.0,958,0,5,5,1977.0,440,0,205,0,0,0,0,120,11
127,86998.99999999997,45,15,1930,1950,0.0,556,0,5,5,1980.0,0,0,0,0,0,0,0,116,12
128,154999.0,60,11,1966,1966,266.0,148,0,6,1,1966.0,453,188,108,0,0,0,0,512,11
129,149998.99999999994,20,11,1958,1991,85.0,413,0,6,3,1998.0,750,0,80,0,180,0,0,595,12
130,225999.00000000003,60,11,1966,1966,309.0,479,0,8,2,1966.0,487,105,66,0,0,0,0,445,13
131,243998.9999999998,60,7,2000,2000,40.0,297,0,7,5,2000.0,390,24,48,0,0,0,0,695,11
132,150749.00000000012,20,11,1959,2002,0.0,658,0,7,3,1974.0,624,0,0,0,0,0,0,405,11
133,219998.99999999985,20,22,2001,2002,136.0,262,0,6,3,2001.0,471,192,25,0,0,0,0,1005,13
134,179998.99999999997,20,18,1968,1993,0.0,891,0,7,5,1968.0,440,0,96,180,0,0,0,570,11
135,173998.99999999997,20,12,1970,1970,288.0,1304,0,7,2,1970.0,530,98,0,0,0,0,0,0,13
136,142998.9999999999,20,11,1967,1967,196.0,519,0,5,1,1967.0,318,0,111,0,0,0,0,695,10
137,170999.00000000003,90,10,1988,1989,70.0,1907,0,9,3,1989.0,766,0,0,0,0,0,0,0,12
138,229999.0000000002,60,4,1999,2000,320.0,336,0,7,5,1999.0,660,224,106,0,0,0,0,668,13
139,231498.99999999994,60,4,1997,1997,0.0,107,0,7,3,1997.0,470,276,99,0,0,0,0,821,11
140,114999.00000000009,20,11,1971,1971,0.0,432,0,5,4,1980.0,0,0,0,0,0,0,0,432,9
141,259999.00000000015,20,4,2005,2005,0.0,434,0,7,3,2005.0,660,160,24,0,0,0,0,1300,12
142,165999.00000000003,50,11,1952,1952,0.0,403,0,6,3,2000.0,720,0,0,0,0,0,0,507,9
143,203999.00000000006,20,4,1999,1999,183.0,811,0,6,3,1999.0,577,144,29,0,0,0,0,679,12
144,124998.99999999991,90,18,1963,1963,336.0,396,0,10,3,1963.0,504,0,0,0,0,0,0,1332,10
145,129999.00000000006,160,6,2004,2006,50.0,970,0,7,3,2004.0,380,0,40,0,0,0,0,0,11
146,104999.00000000004,30,2,1931,1993,0.0,506,0,5,3,1931.0,180,48,0,0,0,0,0,209,12
147,222499.00000000012,60,7,2001,2001,180.0,884,0,8,2,2001.0,434,144,48,0,0,0,0,0,12
148,140999.0,20,19,2004,2005,120.0,400,0,6,3,1980.0,0,0,0,0,0,0,0,680,12
149,114999.00000000009,50,2,1936,1950,0.0,896,0,7,3,1936.0,240,200,114,0,0,0,0,0,9
150,121999.0000000001,20,4,1975,1975,0.0,253,0,5,3,1975.0,440,0,0,0,0,0,0,716,11
151,372400.9999999998,20,14,2007,2008,436.0,310,0,6,2,2007.0,866,0,102,0,0,0,0,1400,13
152,189999.00000000012,60,12,1971,1971,252.0,409,0,8,2,1971.0,495,0,66,0,0,0,0,416,11
153,234998.99999999994,20,3,1960,1975,0.0,93,0,4,2,1960.0,564,409,0,0,0,0,0,1509,13
154,124998.99999999991,30,15,1923,1950,0.0,1200,0,7,3,1923.0,312,0,0,228,0,0,0,0,11
155,78999.00000000006,50,6,1924,1950,0.0,572,0,5,3,1980.0,0,0,8,128,0,0,0,0,11
156,109499.00000000007,20,11,1950,1950,0.0,0,0,5,3,1950.0,625,0,0,0,0,0,0,0,12
157,269499.0,60,22,2009,2010,84.0,774,0,8,2,2009.0,680,0,75,0,0,0,0,0,13
158,254898.99999999988,60,20,2004,2005,0.0,769,0,8,2,2004.0,678,0,136,0,0,0,0,222,12
159,319998.9999999998,60,7,2005,2006,456.0,1335,0,9,2,2006.0,576,239,132,0,168,0,0,57,12
160,162498.9999999999,20,16,1984,1984,0.0,572,0,6,3,1984.0,516,0,0,0,0,0,0,660,12
161,412498.99999999977,60,14,2003,2004,664.0,556,0,10,2,2003.0,726,400,0,0,0,0,0,1016,14
162,219998.99999999985,20,14,2005,2005,226.0,340,0,7,2,2005.0,532,0,70,0,0,0,0,1201,12
163,103198.99999999996,45,15,1956,1956,0.0,882,0,4,3,1980.0,0,0,0,0,0,0,0,0,10
164,151998.99999999997,40,15,1926,2004,0.0,779,0,5,3,1926.0,216,0,0,183,0,0,0,370,13
165,127498.99999999991,190,6,1940,1999,0.0,112,0,6,3,1980.0,0,140,0,0,0,0,0,532,12
166,189999.00000000012,20,3,1955,1993,0.0,470,0,7,2,1955.0,303,476,0,0,0,142,0,1147,10
167,325623.0,60,14,2007,2007,300.0,294,0,8,2,2007.0,789,178,120,0,0,0,0,1288,13
168,183498.99999999985,60,7,2004,2004,0.0,840,0,7,2,2004.0,440,100,48,0,0,0,0,0,12
169,227998.9999999998,20,22,1981,1981,653.0,1686,0,6,5,1981.0,511,574,64,0,0,0,0,0,14
170,128499.00000000012,50,15,1941,1950,0.0,360,528,7,3,1991.0,660,237,0,0,0,0,0,360,11
171,214999.00000000006,20,11,1960,1960,112.0,441,0,7,2,1960.0,528,210,62,0,0,0,0,639,11
172,238999.00000000003,160,21,1987,1987,0.0,354,0,5,5,1987.0,504,441,35,0,0,0,0,710,14
173,162999.00000000012,20,11,1961,1961,491.0,700,0,6,5,1961.0,504,0,20,0,0,0,0,662,11
174,183999.0,20,22,1986,1986,132.0,0,0,7,5,1986.0,616,192,0,0,0,0,0,1606,11
175,242999.00000000012,20,6,1950,2001,0.0,725,0,7,2,1950.0,576,0,29,39,0,0,0,477,13
176,210999.00000000017,60,3,1988,1989,268.0,320,0,8,5,1988.0,521,0,228,0,0,192,0,831,11
177,172499.00000000003,50,18,1958,1958,0.0,554,0,8,2,1958.0,451,0,0,0,0,0,0,498,10
178,501836.0000000002,20,21,2008,2009,748.0,312,0,9,2,2009.0,1166,0,60,0,0,0,0,1904,14
179,99999.00000000001,30,15,1923,2006,0.0,968,0,5,3,1935.0,480,0,0,184,0,0,0,0,11
180,176999.00000000006,160,20,2000,2000,456.0,320,0,5,5,2000.0,440,0,0,0,0,0,0,436,11
181,200099.0000000001,70,5,1920,1950,0.0,441,0,9,2,1920.0,216,0,0,40,0,0,0,352,13
182,119999.00000000006,20,6,1957,2006,98.0,0,0,7,2,1957.0,252,116,0,0,180,0,0,0,11
183,199999.00000000006,50,15,2003,2003,0.0,1362,0,6,3,2003.0,484,280,238,0,0,0,0,0,12
184,126998.99999999996,50,2,1908,1991,0.0,504,0,5,3,1986.0,576,104,0,0,0,0,0,0,13
185,474998.99999999994,75,15,1892,1993,0.0,1107,572,12,5,1993.0,840,0,260,0,0,410,0,0,19
186,172998.99999999985,80,10,1990,1991,0.0,577,0,6,3,1990.0,497,168,27,0,0,0,0,611,12
187,134999.00000000012,50,15,1916,1987,0.0,660,144,8,3,1916.0,180,0,0,0,140,0,0,0,12
188,153335.99999999997,90,19,1979,1979,275.0,0,0,6,5,1979.0,528,120,0,0,0,0,0,1086,10
189,285998.9999999999,120,21,2001,2002,0.0,440,0,5,2,2001.0,682,0,120,0,0,224,0,1153,13
190,314998.99999999994,70,5,1932,1994,0.0,556,0,10,5,1932.0,440,0,74,0,0,0,0,297,16
191,183999.0,60,11,1972,2004,138.0,99,0,7,3,1972.0,484,0,32,0,0,0,0,626,16
192,191998.99999999994,20,4,1999,1999,0.0,871,0,6,3,1999.0,666,0,35,0,0,0,0,560,12
193,129999.00000000006,160,6,2004,2004,50.0,970,0,7,3,2004.0,380,0,40,0,0,0,0,0,12
194,126998.99999999996,20,4,1972,1972,0.0,474,0,5,3,1989.0,352,0,0,0,0,0,0,390,12
195,148498.99999999997,160,16,1976,1976,0.0,289,0,7,5,1976.0,440,87,0,0,0,0,0,566,12
196,311871.00000000023,20,20,2007,2007,205.0,600,0,8,2,2007.0,786,171,138,0,0,266,0,1126,12
197,234998.99999999994,75,11,1918,1990,0.0,140,392,8,0,1918.0,795,0,16,552,0,0,512,1220,12
198,103998.99999999996,75,15,1912,1950,0.0,755,371,8,3,1980.0,0,0,198,30,0,0,0,0,12
199,274898.99999999977,20,14,2004,2005,262.0,625,0,7,2,2004.0,856,0,26,0,0,170,0,1088,13
200,139998.9999999999,20,6,2003,2004,0.0,1121,0,5,3,2003.0,440,132,64,0,0,0,0,0,9
201,171499.00000000003,20,10,1977,1977,0.0,276,0,6,1,1980.0,473,238,83,0,0,0,0,920,12
202,111999.00000000003,50,15,1924,1950,0.0,0,0,6,3,1924.0,398,0,0,126,0,0,0,617,12
203,148999.00000000012,120,4,2004,2004,205.0,186,0,3,2,2004.0,420,149,0,0,0,0,0,662,11
204,109998.99999999991,50,15,1947,1950,0.0,408,0,5,3,1948.0,240,0,35,0,0,0,0,312,12
205,180498.99999999988,20,7,1990,1990,0.0,1424,0,5,3,1990.0,500,0,34,0,508,0,0,0,12
206,143898.99999999994,20,18,1962,1962,0.0,1140,0,8,5,1962.0,349,0,30,0,0,0,0,0,10
207,140999.0,20,11,1960,1960,0.0,375,0,6,4,1960.0,312,355,0,0,0,0,0,725,9
208,276999.0000000002,60,19,1988,1989,128.0,92,0,7,2,1988.0,454,60,55,0,0,154,0,1065,12
209,144998.99999999994,20,11,1964,1964,260.0,305,0,6,3,1964.0,504,0,0,0,0,0,0,787,13
210,97999.00000000001,30,6,1925,1950,0.0,396,0,5,3,1980.0,0,0,0,96,0,0,0,468,11
211,185999.00000000003,20,6,2009,2009,0.0,1176,0,6,3,2009.0,460,100,22,0,0,0,0,36,11
212,252676.99999999983,60,20,2009,2009,0.0,78,0,7,5,2009.0,644,168,108,0,0,0,0,822,12
213,155999.00000000012,20,4,1995,1995,0.0,274,0,5,3,1996.0,576,224,0,0,0,0,0,716,10
214,161749.00000000015,60,4,1977,1977,153.0,311,0,6,3,1977.0,299,0,36,0,0,0,0,378,13
215,134448.99999999988,20,11,1957,1996,64.0,710,0,6,1,1957.0,447,0,0,0,0,0,0,360,11
216,209999.0000000001,20,4,2004,2004,266.0,490,0,8,3,2004.0,484,139,98,0,0,0,0,946,12
217,106999.00000000003,70,15,1925,1950,0.0,686,0,8,3,1940.0,210,0,172,60,0,0,0,0,8
218,311498.9999999999,50,5,1939,2006,312.0,457,0,8,5,1939.0,431,0,119,150,0,0,0,341,16
219,167238.99999999985,120,0,2005,2006,16.0,1232,0,5,3,2005.0,438,108,0,0,0,0,0,16,12
220,204899.00000000017,20,4,2006,2006,0.0,1498,0,5,3,2006.0,675,351,33,0,0,0,0,0,12
221,199999.00000000006,60,7,2002,2002,0.0,1010,0,8,5,2002.0,390,120,46,0,0,0,0,0,11
222,179899.0,60,12,1975,1975,0.0,163,0,6,5,1975.0,434,209,208,0,0,0,0,550,12
223,96998.99999999997,20,11,1971,1971,0.0,160,0,4,3,1989.0,576,216,0,0,0,0,0,704,10
224,386249.00000000006,20,14,2003,2003,922.0,2336,0,8,0,2003.0,968,248,105,0,0,0,0,56,15
225,111999.00000000003,160,1,1971,1971,142.0,630,0,6,3,1991.0,280,0,0,0,0,0,0,0,10
226,289998.9999999999,60,13,1995,1995,290.0,638,0,9,5,1995.0,721,224,114,0,0,0,0,565,12
227,105999.00000000004,160,1,1970,1970,127.0,162,0,5,3,1987.0,280,0,0,0,0,0,0,321,12
228,124998.99999999991,20,18,1967,1967,0.0,70,0,5,1,1974.0,336,0,0,0,0,0,0,842,10
229,192498.99999999985,120,0,2005,2006,16.0,1357,0,7,5,2005.0,430,143,20,0,0,0,0,16,12
230,147998.9999999999,20,11,1959,1959,220.0,1194,0,6,3,1959.0,312,0,0,120,0,0,0,0,12
231,402999.0000000001,60,13,1995,1996,506.0,773,0,9,5,1995.0,810,0,146,202,0,0,0,689,13
232,94498.99999999999,160,1,1972,1972,297.0,483,0,5,4,1972.0,288,0,0,0,0,0,0,0,11
233,128198.99999999993,20,4,1976,1976,0.0,0,0,5,3,1976.0,308,365,0,0,0,0,0,894,11
234,216498.99999999988,60,7,2002,2002,0.0,235,0,8,5,2002.0,440,288,48,0,0,0,0,625,11
235,89498.99999999997,160,1,1971,1971,604.0,125,0,5,3,1971.0,264,0,0,0,0,0,0,358,9
236,185499.0000000001,20,4,2004,2004,98.0,1390,0,6,3,2004.0,494,132,105,0,0,0,0,24,12
237,194499.00000000003,60,19,1993,2003,0.0,594,0,7,3,1993.0,457,370,70,0,238,0,0,402,14
238,317998.99999999994,20,14,2007,2007,254.0,1694,0,7,3,2007.0,818,168,228,0,0,0,0,0,13
239,112999.0,50,6,1945,1950,0.0,641,0,7,2,1949.0,220,0,140,0,0,0,0,94,10
240,262498.9999999999,20,20,2008,2008,36.0,488,0,7,3,2008.0,750,144,168,0,0,0,0,1078,13
241,110499.00000000003,30,15,1945,1997,0.0,357,0,4,3,1980.0,0,58,42,0,0,0,0,329,14
242,78999.00000000006,50,15,1900,1950,0.0,540,0,6,3,1940.0,352,0,0,77,0,0,0,0,9
243,119999.00000000006,160,19,1980,1980,0.0,626,0,6,5,1980.0,288,0,28,0,0,0,0,0,12
244,204999.0,60,19,1994,2002,0.0,253,0,8,1,1994.0,463,0,130,0,0,0,0,695,12
245,241498.99999999983,20,12,1988,1988,102.0,916,0,6,5,1988.0,604,197,39,0,0,0,0,929,12
246,136999.00000000012,190,15,1910,1950,0.0,1020,0,9,3,1910.0,440,0,60,112,0,0,0,0,14
247,139998.9999999999,20,11,1954,1954,0.0,1367,0,5,5,1954.0,451,0,30,0,0,0,0,0,11
